s_no	date	depart	arrival	departTime	timeTaken	price
3212	2023-02-19	4	23	12:43	6:57	346550
3213	2023-02-19	68	70	21:50	6:14	282880
3214	2023-02-19	46	60	18:57	5:02	308490
3215	2023-02-19	16	35	12:57	7:12	417000
3216	2023-02-19	61	50	18:14	5:45	248640
3217	2023-02-19	26	66	12:00	6:43	458640
3218	2023-02-19	62	26	17:31	7:12	348900
3219	2023-02-19	53	9	20:38	5:02	246960
3220	2023-02-19	55	67	20:52	7:12	385200
3221	2023-02-19	23	27	10:19	7:12	599100
3222	2023-02-19	28	35	13:55	5:31	341550
3223	2023-02-19	62	18	23:16	6:57	443990
3224	2023-02-19	44	5	22:48	6:57	389180
3225	2023-02-19	15	24	15:21	6:14	507000
3226	2023-02-19	12	7	18:43	5:45	420000
3227	2023-02-19	27	43	15:07	5:45	447600
3228	2023-02-19	31	44	11:45	6:57	568980
3229	2023-02-19	69	54	18:28	5:45	367440
3230	2023-02-19	18	28	20:38	6:43	529200
3231	2023-02-17	1	12	15:50	5:02	402780
3232	2023-02-19	41	5	15:50	4:48	219400
3233	2023-02-19	42	26	13:26	6:00	283750
3234	2023-02-19	68	49	10:04	6:00	417750
3235	2023-02-19	10	18	22:33	5:16	253880
3236	2023-02-19	16	30	18:00	6:28	383670
3237	2023-02-19	66	15	11:02	5:02	255360
3238	2023-02-19	9	56	21:07	5:16	372680
3239	2023-02-19	68	57	18:00	5:02	270060
3240	2023-02-19	28	21	12:14	6:57	382800
3241	2023-02-19	16	40	10:19	6:00	377500
3242	2023-02-19	45	8	23:02	7:12	439200
3243	2023-02-19	70	31	22:19	6:28	329940
3244	2023-02-19	34	12	21:36	6:57	359310
3245	2023-02-19	69	19	18:00	6:28	378000
3246	2023-02-19	53	43	17:02	5:16	320100
3247	2023-02-19	33	31	13:55	7:12	499200
3248	2023-02-19	4	22	22:04	5:16	344300
3249	2023-02-19	19	49	23:02	5:31	327060
3250	2023-02-19	47	39	12:43	6:28	330480
3251	2023-02-19	24	66	10:33	5:31	442290
3252	2023-02-19	27	62	17:16	5:45	369360
3253	2023-02-19	62	42	17:45	7:12	471900
3254	2023-02-19	61	66	21:07	6:28	398250
3255	2023-02-19	21	23	22:04	5:45	449520
3256	2023-02-19	44	29	12:28	5:31	252080
3257	2023-02-19	20	34	13:40	6:43	524160
3258	2023-02-19	62	67	13:12	6:14	321880
3259	2023-02-19	50	1	17:16	5:31	270480
3260	2023-02-19	6	20	23:02	6:28	290790
3261	2023-02-19	32	69	18:00	4:48	376800
3262	2023-02-19	69	39	20:38	7:12	507300
3263	2023-02-19	2	59	19:40	6:00	379250
3264	2023-02-19	52	2	23:45	5:02	295680
3265	2023-02-19	28	1	21:07	5:16	325380
3266	2023-02-19	54	26	21:07	4:48	393400
3267	2023-02-19	50	69	14:52	6:28	315090
3268	2023-02-19	24	17	15:07	6:14	483860
3269	2023-02-19	46	28	16:19	6:14	432900
3270	2023-02-19	2	29	20:24	6:28	387450
3271	2023-02-19	49	11	16:04	5:16	273680
3272	2023-02-19	10	56	10:04	6:14	276380
3273	2023-02-19	42	43	23:45	6:57	498220
3274	2023-02-19	49	20	15:36	5:02	368760
3275	2023-02-19	63	52	10:33	6:00	497750
3276	2023-02-19	26	67	12:28	7:12	596700
3277	2023-02-19	5	23	11:31	5:16	376200
3278	2023-02-19	23	24	19:26	4:48	239800
3279	2023-02-19	67	44	9:50	6:14	338780
3280	2023-02-19	39	7	23:02	5:45	348000
3281	2023-02-19	34	26	18:00	6:00	443500
3282	2023-02-19	39	32	20:09	5:16	402600
3283	2023-02-19	11	61	18:28	6:43	381640
3284	2023-02-19	45	15	13:26	5:16	257180
3285	2023-02-19	4	39	12:28	5:02	212310
3286	2023-02-19	3	40	17:31	5:45	471360
3287	2023-02-19	12	17	21:07	6:28	398250
3288	2023-02-19	67	22	22:48	7:12	463500
3289	2023-02-19	10	33	19:26	6:14	310700
3290	2023-02-19	19	56	21:36	5:02	261660
3291	2023-02-19	28	9	22:04	4:48	279000
3292	2023-02-19	36	31	23:02	4:48	256200
3293	2023-02-19	59	40	12:00	6:43	352800
3294	2023-02-19	70	15	11:16	5:31	283360
3295	2023-02-19	18	24	11:45	5:16	380380
3296	2023-02-19	6	66	21:36	7:12	456000
3297	2023-02-19	64	49	18:43	7:12	532500
3298	2023-02-19	37	46	13:55	6:43	435960
3299	2023-02-19	51	59	12:00	5:16	396660
3300	2023-02-19	62	32	15:36	4:48	241200
3301	2023-02-19	33	11	11:45	6:28	407160
3302	2023-02-19	32	19	21:36	7:12	456000
3303	2023-02-20	29	47	12:57	7:12	414900
3304	2023-02-20	35	53	23:02	5:31	388700
3305	2023-02-20	53	33	20:52	7:12	385200
3306	2023-02-20	15	18	20:09	5:16	262460
3307	2023-02-20	6	26	19:26	5:31	281980
3308	2023-02-20	18	68	10:04	5:16	222200
3309	2023-02-20	5	21	21:21	5:45	369120
3310	2023-02-20	51	31	11:31	6:00	472250
3311	2023-02-20	49	42	13:55	5:16	224620
3312	2023-02-20	69	59	9:50	5:16	394020
3313	2023-02-20	19	70	19:12	6:28	355050
3314	2023-02-20	27	4	17:45	5:45	372240
3315	2023-02-20	23	13	13:12	6:14	321880
3316	2023-02-20	20	61	14:09	7:12	566100
3317	2023-02-20	49	2	17:16	6:57	434710
3318	2023-02-20	39	13	22:48	5:02	396690
3319	2023-02-20	42	39	16:19	6:14	432900
3320	2023-02-20	33	70	16:33	7:12	586800
3321	2023-02-20	42	19	9:50	6:28	473580
3322	2023-02-20	48	65	19:26	6:00	270250
3323	2023-02-20	69	54	14:52	5:31	425270
3324	2023-02-20	61	63	12:00	5:31	304980
3325	2023-02-20	35	20	20:52	6:57	452980
3326	2023-02-20	16	15	17:45	5:16	226820
3327	2023-02-20	13	20	9:50	5:16	352660
3328	2023-02-20	8	59	18:28	6:57	304790
3329	2023-02-20	67	7	10:48	7:12	315600
3330	2023-02-20	5	62	22:19	5:16	309320
3331	2023-02-20	58	17	11:02	6:43	543200
3332	2023-02-20	61	31	10:33	7:12	318600
3333	2023-02-20	56	16	19:40	6:43	297920
3334	2023-02-20	21	8	23:45	5:31	365470
3335	2023-02-20	36	4	12:00	6:43	411600
3336	2023-02-20	66	67	21:36	5:02	323820
3337	2023-02-20	59	8	14:52	5:02	416220
3338	2023-02-20	49	7	13:12	6:14	321880
3339	2023-02-20	34	48	13:55	5:16	439560
3340	2023-02-20	43	3	9:50	7:12	422700
3341	2023-02-20	12	14	16:04	5:45	307920
3342	2023-02-20	30	14	22:48	5:31	441600
3343	2023-02-20	30	54	23:02	5:31	388700
3344	2023-02-20	17	41	13:40	6:00	415500
3345	2023-02-17	1	64	11:45	6:14	390260
3346	2023-02-20	40	33	21:07	5:45	375840
3347	2023-02-20	37	2	11:45	7:12	424200
3348	2023-02-20	61	39	17:02	5:02	292530
3349	2023-02-20	27	46	15:36	7:12	480900
3350	2023-02-20	21	2	19:55	6:28	379620
3351	2023-02-20	64	48	22:48	7:12	438000
3352	2023-02-20	63	34	17:31	6:28	402570
3353	2023-02-20	69	7	17:02	5:31	370300
3354	2023-02-20	43	21	13:40	4:48	308400
3355	2023-02-20	20	39	18:28	5:16	256520
3356	2023-02-20	37	8	15:36	6:43	288120
3357	2023-02-20	66	18	21:07	6:43	318920
3358	2023-02-20	36	8	19:40	6:43	429520
3359	2023-02-20	7	54	13:55	6:14	334880
3360	2023-02-20	47	24	17:31	7:12	463800
3361	2023-02-20	41	52	22:04	7:12	372900
3362	2023-02-20	20	22	15:50	6:57	319870
3363	2023-02-20	26	23	22:33	6:57	500540
3364	2023-02-20	31	70	10:19	5:02	291690
3365	2023-02-20	2	69	14:24	6:14	392600
3366	2023-02-20	54	55	11:02	5:16	250800
3367	2023-02-20	45	35	17:02	7:12	421800
3368	2023-02-20	51	6	23:31	5:16	355520
3369	2023-02-20	29	40	15:36	5:16	300740
3370	2023-02-20	3	60	18:28	4:48	318600
3371	2023-02-20	46	31	22:04	5:45	265440
3372	2023-02-20	25	63	9:50	6:14	338780
3373	2023-02-20	42	69	17:45	5:16	320320
3374	2023-02-20	53	49	17:45	7:12	510000
3375	2023-02-20	18	33	10:48	6:43	481880
3376	2023-02-20	25	14	9:50	5:31	280830
3377	2023-02-20	36	13	13:12	5:16	346500
3378	2023-02-20	56	12	15:50	5:16	405020
3379	2023-02-20	56	9	12:28	5:02	320460
3380	2023-02-20	48	50	14:09	6:14	355160
3381	2023-02-20	49	34	13:26	6:57	515040
3382	2023-02-20	66	36	14:52	6:57	521420
3383	2023-02-20	69	52	12:00	6:14	376480
3384	2023-02-20	5	57	17:31	4:48	223200
3385	2023-02-20	28	68	10:19	5:16	223080
3386	2023-02-20	55	44	15:36	6:43	455000
3387	2023-02-20	14	19	17:16	4:48	387800
3388	2023-02-20	15	54	11:31	5:16	434060
3389	2023-02-20	5	29	21:50	6:14	282880
3390	2023-02-20	57	36	14:38	5:02	296100
3391	2023-02-20	16	63	10:33	5:31	339480
3392	2023-02-20	47	57	12:14	6:00	377500
3393	2023-02-20	47	16	16:04	6:00	454750
3394	2023-02-20	69	30	20:09	6:14	328640
3395	2023-02-20	40	23	21:50	4:48	258000
3396	2023-02-20	27	19	18:00	6:57	510110
3397	2023-02-20	68	1	15:36	6:14	503100
3398	2023-02-20	59	35	11:16	6:14	404820
3399	2023-02-20	52	51	20:52	6:14	457340
3400	2023-02-20	4	48	15:21	5:31	336490
3401	2023-02-20	65	37	23:45	6:43	519960
3402	2023-02-20	28	61	21:07	6:28	530820
3403	2023-02-20	36	59	20:52	6:00	463500
3404	2023-02-20	54	41	21:50	5:45	445920
3405	2023-02-20	32	54	15:36	4:48	241200
3406	2023-02-20	6	48	11:02	5:16	286440
3407	2023-02-20	15	3	15:07	5:45	406800
3408	2023-02-20	68	45	22:33	5:02	229950
3409	2023-02-20	3	5	11:16	6:14	416000
3410	2023-02-20	40	19	22:48	4:48	233600
3411	2023-02-20	33	55	10:04	6:43	354760
3412	2023-02-20	50	27	12:00	5:45	468240
3413	2023-02-20	28	23	18:14	7:12	503400
3414	2023-02-20	13	35	10:19	6:00	398250
3415	2023-02-20	26	14	11:45	5:16	418440
3416	2023-02-20	51	20	17:02	6:00	314000
3417	2023-02-20	68	20	19:40	6:43	330120
3418	2023-02-20	45	12	11:16	5:31	371450
3419	2023-02-20	5	9	11:31	6:57	478790
3420	2023-02-20	32	46	22:48	5:31	441600
3421	2023-02-20	53	1	23:02	5:16	234740
3422	2023-02-20	68	27	15:50	4:48	219400
3423	2023-02-20	36	15	19:26	6:00	270250
3424	2023-02-20	37	36	14:52	7:12	566100
3425	2023-02-20	26	36	20:52	7:12	489600
3426	2023-02-20	61	7	12:14	6:14	283920
3427	2023-02-20	10	27	9:50	5:02	410970
3428	2023-02-19	1	13	22:33	5:45	253440
3429	2023-02-20	67	64	19:55	6:00	416750
3430	2023-02-20	48	59	22:33	5:16	397980
3431	2023-02-20	66	19	18:28	6:14	311480
3432	2023-02-20	22	68	12:00	6:57	428040
3433	2023-02-20	12	5	23:02	6:14	357500
3434	2023-02-20	12	55	13:55	6:14	334880
3435	2023-02-20	20	37	10:04	5:02	231000
3436	2023-02-20	44	24	17:45	5:45	375120
3437	2023-02-20	61	35	18:28	6:28	335070
3438	2023-02-20	43	60	14:38	6:57	427750
3439	2023-02-20	2	25	18:00	4:48	331400
3440	2023-02-20	59	61	12:57	6:57	298700
3441	2023-02-20	7	70	18:43	5:02	407610
3442	2023-02-20	57	7	22:04	5:16	273020
3443	2023-02-20	43	33	13:12	7:12	546600
3444	2023-02-20	15	70	16:48	5:02	368550
3445	2023-02-20	39	18	18:00	6:00	285000
3446	2023-02-20	18	7	17:45	5:45	372240
3447	2023-02-20	42	56	9:50	6:43	482720
3448	2023-02-20	42	54	11:16	5:16	436920
3449	2023-02-20	12	13	22:33	5:02	388080
3450	2023-02-20	12	18	11:02	5:45	386400
3451	2023-02-20	32	42	10:48	7:12	474600
3452	2023-02-20	5	31	13:55	5:02	360990
3453	2023-02-20	30	55	22:04	5:16	407220
3454	2023-02-20	37	19	20:52	5:16	300740
3455	2023-02-20	26	12	16:48	5:16	340780
3456	2023-02-20	11	25	12:00	6:43	344960
3457	2023-02-20	40	67	12:00	6:14	453700
3458	2023-02-20	47	52	21:21	6:43	549920
3459	2023-02-20	60	13	13:26	5:16	239800
3460	2023-02-20	38	23	20:24	5:45	322560
3461	2023-02-20	22	42	11:45	6:57	309720
3462	2023-02-20	62	36	23:45	6:00	324750
3463	2023-02-20	41	27	16:19	5:31	359260
3464	2023-02-20	58	14	10:33	4:48	289000
3465	2023-02-20	41	22	20:52	6:57	400780
3466	2023-02-20	69	67	10:04	5:02	231000
3467	2023-02-20	1	21	16:48	6:57	516490
3468	2023-02-20	18	29	22:48	7:12	555900
3469	2023-02-20	55	13	14:24	6:28	349110
3470	2023-02-20	69	68	19:55	5:02	234360
3471	2023-02-20	11	28	11:45	4:48	323400
3472	2023-02-20	25	57	19:12	4:48	230000
3473	2023-02-20	29	34	12:28	5:02	361830
3474	2023-02-20	20	41	10:48	7:12	474600
3475	2023-02-20	66	47	11:16	5:02	387870
3476	2023-02-20	43	1	14:24	7:12	392700
3477	2023-02-20	63	24	17:02	6:57	352350
3478	2023-02-21	42	56	18:28	5:31	361790
3479	2023-02-21	7	61	22:33	5:02	233940
3480	2023-02-21	11	19	11:16	5:02	353640
3481	2023-02-21	23	61	17:45	6:57	363080
3482	2023-02-21	55	12	9:50	7:12	422700
3483	2023-02-21	4	40	11:31	5:16	333960
3484	2023-02-21	12	15	15:07	7:12	419400
3485	2023-02-21	60	53	18:57	6:57	526060
3486	2023-02-21	14	45	23:16	6:14	473720
3487	2023-02-21	11	46	12:57	7:12	414900
3488	2023-02-21	44	39	18:00	5:45	301200
3489	2023-02-21	65	41	9:50	5:31	273470
3490	2023-02-21	7	43	16:19	6:57	488650
3491	2023-02-21	18	15	17:31	7:12	544500
3492	2023-02-21	26	49	18:43	5:16	275220
3493	2023-02-21	63	19	23:31	6:43	342160
3494	2023-02-21	9	6	17:02	6:57	486620
3495	2023-02-21	70	18	19:55	5:45	417600
3496	2023-02-21	6	54	20:24	5:31	396290
3497	2023-02-21	46	49	10:04	6:28	419040
3498	2023-02-21	57	46	10:33	5:31	423890
3499	2023-02-21	12	60	23:16	6:28	495990
3500	2023-02-21	5	41	15:21	5:16	249480
3501	2023-02-21	35	31	14:09	6:43	316960
3502	2023-02-21	69	48	13:55	6:00	362000
3503	2023-02-21	47	54	9:50	7:12	487200
3504	2023-02-21	40	1	15:36	5:16	300740
3505	2023-02-21	12	67	18:00	6:00	443500
3506	2023-02-21	61	31	15:07	5:31	267720
3507	2023-02-21	24	67	21:07	6:28	530820
3508	2023-02-21	65	14	22:33	6:43	450800
3509	2023-02-21	13	23	11:45	7:12	424500
3510	2023-02-21	15	53	10:33	7:12	354600
3511	2023-02-21	20	12	10:19	6:43	400680
3512	2023-02-21	39	25	11:45	5:16	313280
3513	2023-02-21	31	32	12:28	6:28	427680
3514	2023-02-21	27	57	10:19	6:00	410750
3515	2023-02-21	9	65	19:55	6:43	285600
3516	2023-02-21	54	15	22:48	5:45	332640
3517	2023-02-21	53	22	21:36	6:43	488600
3518	2023-02-21	52	70	21:07	6:14	421460
3519	2023-02-20	1	35	22:04	6:57	502570
3520	2023-02-21	32	24	13:12	5:16	247280
3521	2023-02-21	35	45	20:38	6:43	310520
3522	2023-02-21	39	49	14:09	5:45	244320
3523	2023-02-21	61	45	23:16	6:14	308100
3524	2023-02-21	31	49	19:40	6:57	530990
3525	2023-02-21	38	62	12:00	5:31	446430
3526	2023-02-21	58	4	15:07	6:57	348000
3527	2023-02-21	60	61	23:16	6:28	470610
3528	2023-02-21	28	42	15:07	6:00	478750
3529	2023-02-21	26	70	12:28	6:14	454480
3530	2023-02-21	15	42	15:36	7:12	434400
3531	2023-02-21	28	61	10:33	6:00	352500
3532	2023-02-21	70	21	17:31	6:14	309400
3533	2023-02-21	27	52	18:57	6:57	490390
3534	2023-02-21	11	32	11:02	5:16	250360
3535	2023-02-21	34	59	11:02	5:31	312110
3536	2023-02-21	33	24	19:40	6:28	437130
3537	2023-02-21	37	51	23:45	6:00	324750
3538	2023-02-21	12	24	10:33	6:28	285930
3539	2023-02-21	24	31	19:40	5:31	358800
3540	2023-02-21	2	57	21:36	7:12	346200
3541	2023-02-21	18	16	12:14	6:00	377500
3542	2023-02-21	31	44	19:55	5:02	375270
3543	2023-02-21	48	51	14:52	5:45	395520
3544	2023-02-21	18	63	15:21	5:02	373800
3545	2023-02-21	7	41	23:31	5:45	339840
3546	2023-02-21	21	66	23:16	5:45	248400
3547	2023-02-21	30	3	14:09	5:45	389760
3548	2023-02-21	1	7	19:55	6:57	453270
3549	2023-02-21	36	38	21:50	4:48	313200
3550	2023-02-21	62	60	18:14	7:12	503700
3551	2023-02-21	12	25	11:45	7:12	316800
3552	2023-02-21	9	70	13:55	6:57	293770
3553	2023-02-21	19	41	18:14	6:00	381250
3554	2023-02-21	33	1	16:04	6:28	461430
3555	2023-02-21	24	12	13:40	5:45	395280
3556	2023-02-21	34	3	16:19	6:43	323680
3557	2023-02-21	1	26	13:12	5:45	447600
3558	2023-02-21	24	1	11:16	5:45	361680
3559	2023-02-21	61	46	17:02	5:16	312840
3560	2023-02-21	39	62	17:02	5:31	404800
3561	2023-02-21	22	59	13:26	4:48	243600
3562	2023-02-21	47	16	11:45	7:12	364800
3563	2023-02-21	67	64	20:24	6:57	333790
3564	2023-02-21	2	39	16:19	5:16	351120
3565	2023-02-21	57	27	18:43	5:45	329520
3566	2023-02-21	32	53	11:31	5:45	276240
3567	2023-02-21	38	42	20:52	5:45	307200
3568	2023-02-21	55	20	17:31	7:12	463800
3569	2023-02-21	48	22	21:21	6:28	499230
3570	2023-02-21	40	57	9:50	6:28	473580
3571	2023-02-21	3	6	13:12	6:00	282000
3572	2023-02-21	28	12	23:16	4:48	303600
3573	2023-02-21	19	4	11:31	5:02	321720
3574	2023-02-21	30	47	18:28	4:48	214800
3575	2023-02-21	56	39	16:33	4:48	349000
3576	2023-02-21	16	14	23:31	6:43	329280
3577	2023-02-21	6	70	15:07	5:16	265980
3578	2023-02-21	1	44	12:00	5:02	225750
3579	2023-02-21	25	45	12:14	5:16	437360
3580	2023-02-21	38	55	14:52	6:28	405270
3581	2023-02-21	24	5	15:21	5:45	440160
3582	2023-02-21	36	18	15:21	5:16	372680
3583	2023-02-21	57	25	9:50	6:00	307000
3584	2023-02-21	18	14	15:50	5:02	304080
3585	2023-02-21	50	29	15:07	4:48	324800
3586	2023-02-21	6	45	22:33	6:00	357250
3587	2023-02-21	29	12	21:36	5:45	444000
3588	2023-02-21	36	37	22:19	4:48	237000
3589	2023-02-21	55	64	16:33	6:14	427180
3590	2023-02-21	55	35	18:57	6:43	404880
3591	2023-02-21	53	5	13:40	5:45	395280
3592	2023-02-21	38	53	13:55	4:48	247200
3593	2023-02-21	28	69	12:57	7:12	414900
3594	2023-02-21	12	4	17:16	5:45	395760
3595	2023-02-21	49	22	17:31	6:14	319020
3596	2023-02-21	38	1	19:40	6:00	413250
3597	2023-02-21	3	25	10:04	6:14	483340
3598	2023-02-21	70	43	10:48	7:12	327000
3599	2023-02-21	46	40	17:16	7:12	492000
3600	2023-02-21	8	21	20:09	6:00	415750
3601	2023-02-21	48	6	13:40	6:57	317840
3602	2023-02-21	38	25	17:02	6:43	486080
3603	2023-02-21	55	1	19:12	4:48	230000
3604	2023-02-21	59	18	18:43	5:45	477600
3605	2023-02-21	67	47	9:50	6:43	451080
3606	2023-02-21	56	5	18:28	5:31	361790
3607	2023-02-21	66	43	20:52	6:00	494000
3608	2023-02-21	19	18	23:16	6:00	273750
3609	2023-02-21	64	31	23:02	6:14	369460
3610	2023-02-21	39	34	23:31	5:16	425040
3611	2023-02-21	25	21	15:07	6:00	272250
3612	2023-02-21	26	42	17:45	6:57	558250
3613	2023-02-21	49	53	11:16	6:57	494740
3614	2023-02-21	51	55	10:04	6:14	284180
3615	2023-02-21	30	9	18:57	7:12	367500
3616	2023-02-21	47	51	16:48	6:57	408610
3617	2023-02-21	32	1	21:50	5:02	326550
3618	2023-02-21	32	33	22:48	5:16	410080
3619	2023-02-21	69	12	13:55	5:02	251790
3620	2023-02-21	21	13	10:04	5:16	361900
3621	2023-02-21	34	18	11:02	7:12	453900
3622	2023-02-21	22	70	23:45	6:57	428910
3623	2023-02-21	53	12	20:38	6:14	294840
3624	2023-02-21	5	44	15:21	4:48	296800
3625	2023-02-21	68	55	20:09	6:43	287280
3626	2023-02-21	56	12	12:28	6:28	369090
3627	2023-02-21	20	3	20:24	6:57	409190
3628	2023-02-21	48	66	18:28	4:48	352000
3629	2023-02-21	62	53	10:04	5:02	395640
3630	2023-02-21	36	63	15:36	5:16	265760
3631	2023-02-21	22	44	23:31	5:31	459080
3632	2023-02-21	60	13	22:48	5:02	318150
3633	2023-02-21	20	33	13:55	5:31	239430
3634	2023-02-21	16	34	12:00	6:43	352800
3635	2023-02-21	47	52	17:45	5:02	237090
3636	2023-02-21	13	65	18:28	5:45	276480
3637	2023-02-21	54	43	23:31	6:43	393400
3638	2023-02-21	32	7	19:12	6:57	365110
3639	2023-02-21	11	58	16:04	7:12	461700
3640	2023-02-21	17	54	16:48	5:31	333040
3641	2023-02-21	70	6	21:07	6:14	480480
3642	2023-02-21	26	32	15:21	4:48	296800
3643	2023-02-21	13	44	20:09	6:43	287280
3644	2023-02-21	60	42	18:43	5:31	305440
3645	2023-02-21	1	52	10:04	6:57	327990
3646	2023-02-22	7	12	13:40	6:43	524160
3647	2023-02-22	14	16	10:04	7:12	465600
3648	2023-02-22	11	15	16:19	5:16	402160
3649	2023-02-22	7	57	10:19	6:43	400680
3650	2023-02-22	33	63	14:52	5:45	395520
3651	2023-02-22	47	48	22:48	7:12	463500
3652	2023-02-22	15	45	20:38	7:12	507300
3653	2023-02-22	70	68	10:33	6:28	515160
3654	2023-02-22	33	16	15:21	5:16	372680
3655	2023-02-22	3	33	16:19	5:16	364100
3656	2023-02-22	50	2	21:36	6:43	488600
3657	2023-02-22	1	14	10:33	6:57	391500
3658	2023-02-22	15	49	13:40	5:16	302060
3659	2023-02-22	16	33	13:55	5:16	224620
3660	2023-02-22	54	31	17:45	5:02	301350
3661	2023-02-22	59	18	10:33	6:28	515430
3662	2023-02-22	68	54	12:57	7:12	417000
3663	2023-02-22	9	19	10:04	6:57	542300
3664	2023-02-22	17	33	18:14	6:00	381250
3665	2023-02-22	5	3	17:02	6:00	387750
3666	2023-02-22	46	65	21:21	7:12	483600
3667	2023-02-22	18	12	23:31	6:43	329280
3668	2023-02-22	42	38	9:50	4:48	280400
3669	2023-02-22	27	11	13:12	7:12	577800
3670	2023-02-22	43	1	15:36	5:02	368760
3671	2023-02-22	70	27	17:31	6:57	347420
3672	2023-02-22	35	31	13:26	5:31	288650
3673	2023-02-22	12	13	18:28	5:16	309760
3674	2023-02-22	37	15	13:55	6:57	480530
3675	2023-02-22	10	64	10:04	6:28	408780
3676	2023-02-22	33	70	11:02	6:43	543200
3677	2023-02-22	2	61	18:14	5:02	297990
3678	2023-02-22	17	53	15:36	6:14	503100
3679	2023-02-22	25	63	15:36	4:48	325400
3680	2023-02-22	70	11	20:52	5:16	254980
3681	2023-02-22	12	37	10:33	4:48	231400
3682	2023-02-22	20	55	14:52	6:43	399280
3683	2023-02-22	47	43	13:40	6:43	515200
3684	2023-02-22	28	33	23:45	5:45	463440
3685	2023-02-22	61	3	19:26	5:02	368130
3686	2023-02-22	26	50	16:19	5:31	293940
3687	2023-02-22	33	7	20:52	6:43	446040
3688	2023-02-22	53	59	18:00	4:48	304600
3689	2023-02-22	16	6	17:31	7:12	463800
3690	2023-02-22	43	51	13:12	7:12	325800
3691	2023-02-22	27	23	12:00	6:28	387990
3692	2023-02-22	5	18	14:24	6:57	370910
3693	2023-02-22	65	16	20:52	6:00	463500
3694	2023-02-22	1	20	14:24	5:45	248880
3695	2023-02-22	32	17	22:19	7:12	344100
3696	2023-02-22	47	29	12:57	6:57	298700
3697	2023-02-22	46	8	18:43	6:14	505180
3698	2023-02-22	6	41	23:16	6:57	443990
3699	2023-02-22	67	70	23:45	6:57	445440
3700	2023-02-22	39	49	15:36	4:48	243200
3701	2023-02-22	1	21	16:33	6:00	386000
3702	2023-02-22	20	9	17:31	6:28	529470
3703	2023-02-22	65	55	14:24	7:12	478800
3704	2023-02-22	17	40	11:16	6:00	480750
3705	2023-02-22	9	69	19:40	6:00	379250
3706	2023-02-22	4	27	17:16	5:31	429410
3707	2023-02-22	40	16	10:33	5:31	442290
3708	2023-02-22	24	46	22:33	6:14	339300
3709	2023-02-22	43	62	20:38	6:14	387400
3710	2023-02-22	1	32	23:02	6:14	400140
3711	2023-02-22	15	65	15:36	6:00	326750
3712	2023-02-22	36	37	13:40	5:16	253660
3713	2023-02-22	57	62	19:55	5:31	240350
3714	2023-02-22	65	20	13:26	7:12	405000
3715	2023-02-22	15	25	14:38	6:00	255250
3716	2023-02-22	16	3	19:55	6:57	453270
3717	2023-02-22	56	10	23:45	5:16	331540
3718	2023-02-22	7	41	21:50	5:45	351840
3719	2023-02-22	62	51	11:31	5:02	321720
3720	2023-02-22	15	42	15:50	6:00	449250
3721	2023-02-22	67	63	22:33	5:16	322520
3722	2023-02-22	15	62	17:02	5:02	306600
3723	2023-02-22	1	33	16:04	6:28	329940
3724	2023-02-22	58	57	21:07	4:48	250200
3725	2023-02-22	39	36	20:09	6:43	288120
3726	2023-02-22	40	70	13:26	6:28	478440
3727	2023-02-22	63	43	19:26	4:48	287600
3728	2023-02-22	56	12	11:16	5:16	326920
3729	2023-02-22	15	30	13:12	5:45	447600
3730	2023-02-22	2	17	17:31	6:14	309400
3731	2023-02-22	65	38	19:26	7:12	436800
3732	2023-02-22	54	6	10:48	7:12	327000
3733	2023-02-22	7	47	22:19	7:12	529200
3734	2023-02-22	16	7	11:45	5:16	380380
3735	2023-02-22	51	40	16:33	6:57	564050
3736	2023-02-22	33	45	21:50	7:12	548700
3737	2023-02-22	16	42	19:55	6:43	285600
3738	2023-02-22	5	57	15:36	6:00	266250
3739	2023-02-22	46	50	14:09	5:45	406320
3740	2023-02-22	1	34	12:57	6:57	414410
3741	2023-02-22	21	70	18:43	5:16	255420
3742	2023-02-22	56	36	18:00	7:12	583800
3743	2023-02-22	46	57	18:57	5:02	308490
3744	2023-02-22	25	69	21:36	6:00	313000
3745	2023-02-22	16	49	14:24	5:31	260360
3746	2023-02-22	23	10	17:31	6:28	529470
3747	2023-02-22	15	13	20:09	5:31	433090
3748	2023-02-22	42	47	19:26	6:57	343650
3749	2023-02-22	3	25	14:24	7:12	390000
3750	2023-02-22	34	1	11:02	5:45	399600
3751	2023-02-22	1	54	13:40	6:43	541520
3752	2023-02-22	16	44	11:45	5:16	230780
3753	2023-02-22	32	62	19:26	6:14	502840
3754	2023-02-22	29	44	18:57	4:48	332200
3755	2023-02-22	14	42	21:21	6:28	331290
3756	2023-02-22	53	56	19:55	6:57	359020
3757	2023-02-22	24	39	19:12	5:16	314820
3758	2023-02-22	24	3	18:00	6:28	450360
3759	2023-02-22	7	18	14:09	5:02	418110
3760	2023-02-22	14	43	16:48	6:14	279760
3761	2023-02-22	49	18	15:36	5:45	297600
3762	2023-02-22	39	68	11:45	4:48	272600
3763	2023-02-22	12	55	12:43	5:16	434500
3764	2023-02-22	5	15	10:19	5:16	424380
3765	2023-02-22	70	14	15:36	5:16	304700
3766	2023-02-22	9	45	10:48	5:02	284760
3767	2023-02-22	44	12	20:52	5:45	330000
3768	2023-02-22	21	10	22:04	6:57	519100
3769	2023-02-22	60	39	11:45	4:48	389600
3770	2023-02-22	52	66	18:00	6:28	411750
